1603398737,SOME_MD5_HASH,PennController,5,0,experimental-trial,NULL,Selector,selection,Selection,plural,1603398708549,B,4,plural,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,5,0,experimental-trial,NULL,PennController,6,_Trial_,End,1603398708551,B,4,plural,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,4,0,experimental-trial,NULL,PennController,5,_Trial_,Start,1603398708553,B,3,singular,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,4,0,experimental-trial,NULL,Canvas,side-by-side,Print,NA,1603398709562,B,3,singular,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,4,0,experimental-trial,NULL,Selector,selection,Selection,plural,1603398711692,B,3,singular,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,4,0,experimental-trial,NULL,PennController,5,_Trial_,End,1603398711695,B,3,singular,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,3,0,experimental-trial,NULL,PennController,4,_Trial_,Start,1603398711696,B,2,plural,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,3,0,experimental-trial,NULL,Canvas,side-by-side,Print,NA,1603398712705,B,2,plural,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,3,0,experimental-trial,NULL,Selector,selection,Selection,plural,1603398714189,B,2,plural,ANOTHER_ID,NULL
1603398737,SOME_MD5_HASH,PennController,3,0,experimental-trial,NULL,PennController,4,_Trial_,End,1603398714191,B,2,plural,ANOTHER_ID,NULL
